Customer,Arrival_Date,Wait,Service_Start_Date,Service_Time,Service_End_Date
2062,13.892561118908885,2062749.0204105165,2062762.9129716353,302.81383051297337,2063065.7268021484
2063,13.893145246330969,2063051.833656902,2063065.7268021484,368.84660643948627,2063434.5734085878
2064,13.897059054044469,2063420.6763495337,2063434.5734085878,279.1100013348555,2063713.6834099228
2065,13.901264249047376,2063699.7821456736,2063713.6834099228,420.46889078035366,2064134.152300703
2066,13.915190254433519,2064120.2371104488,2064134.152300703,984.5634905874819,2065118.7157912906
2067,13.92077524223324,2065104.7950160485,2065118.7157912906,767.653823930069,2065886.3696152207
2068,13.923538183391544,2065872.4460770374,2065886.3696152207,2316.217579481659,2068202.5871947024
2069,13.927903941720086,2068188.6592907605,2068202.5871947024,339.86157247981447,2068542.4487671822
2070,13.942957138355931,2068528.5058100438,2068542.4487671822,738.6279908800183,2069281.0767580622
2071,13.951329920256521,2069267.125428142,2069281.0767580622,842.4194782153498,2070123.4962362775
2072,13.952553283965255,2070109.5436829936,2070123.4962362775,86.76988587068956,2070210.2661221481
2073,13.953760049092468,2070196.312362099,2070210.2661221481,1211.5601417752002,2071421.8262639234
2074,13.963874597633264,2071407.8623893259,2071421.8262639234,592.7660463882776,2072014.5923103117
2075,13.965219228933613,2072000.6270910827,2072014.5923103117,1058.3146776295205,2073072.9069879414
2076,13.96660424387939,2073058.9403836974,2073072.9069879414,317.2054806647577,2073390.112468606
2077,13.975828222559086,2073376.1366403836,2073390.112468606,30.195063645109865,2073420.307532251
2078,13.976171082701407,2073406.3313611683,2073420.307532251,152.8606287889006,2073573.16816104
2079,13.988165994982461,2073559.179995045,2073573.16816104,485.0154878655537,2074058.1836489055
2080,14.008698898346367,2074044.1749500071,2074058.1836489055,3235.489664833723,2077293.6733137392
2081,14.022420314978154,2077279.6508934242,2077293.6733137392,1080.667397896087,2078374.3407116353
2082,14.030345165849793,2078360.3103664694,2078374.3407116353,122.49240137280282,2078496.8331130082
2083,14.03504693059843,2078482.7980660775,2078496.8331130082,38.117375932417445,2078534.9504889406
2084,14.036090508061605,2078520.9143984325,2078534.9504889406,507.8767397241456,2079042.8272286647
2085,14.037925284836842,2079028.7893033798,2079042.8272286647,317.92805192050247,2079360.7552805853
2086,14.061986180891699,2079346.6932944043,2079360.7552805853,612.4794257055102,2079973.2347062908
